"Swap 
 Percentage",Measurement,Feature,sex,age,activities,Medu,health,famsup,freetime,goout,romantic,Fjob,reason,famrel,studytime,paid,internet,Walc,nursery,Pstatus,schoolsup,traveltime,higher,guardian,absences,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,Jensen-Shannon divergence,Walc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0.11,0.08,0.09,0.060000000000000005,0.1,0.11000000000000001,,0.05327078872616807,0.05327078872616807,0.2519816414160863,0.675239974595963,[],"[0.07543620937907503, 0.05681770658890074, 0.05390182487412656, 0.04403753910443881, 0.04570628067592347, 0.04957506180476888, 0.07194708295260298]","[0.12670814829904897, 0.11023969983003723, 0.08052222364021994, 0.09015393005488848, 0.0559720921182493, 0.09915685756221151, 0.11248702309130759]"
50%,Hellinger distance,nursery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32,0.33,0.37,0.43000000000000005,0.33,0.5,,0.1526678785975725,0.1526678785975725,0.943665792100362,2.2756460248235597,[],"[0.1526678785975725, 0.2599945827817464, 0.2057315533152157, 0.40241968052410754, 0.18603800287171635, 0.37514412891522053]","[0.3189535209129136, 0.3346863732751886, 0.36613883487625065, 0.4320574062719179, 0.32941276147497167, 0.49439712801231744]"
50%,Wasserstein distance,nursery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.01,0.01,0.02,0.0,0.02,,0.0028519374255536497,0.0028519374255536497,0.03296690167220154,0.07195104631989074,[],"[0.0028519374255536497, 0.00945997993829068, 0.00615811488461286, 0.0181767886825233, 0.0024020097974295, 0.02118109776488579]","[0.0057038748511073, 0.010663141039696119, 0.00991853237717756, 0.01862671631064743, 0.00420459524684696, 0.02283418649441537]"
50%,Total variation distance,nursery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15000000000000002,0.26,0.25,0.47000000000000003,0.16,0.53,,0.0766922121612274,0.0766922121612274,0.7815095189325394,3.222375102899151,[],"[0.0766922121612274, 0.20509084948825781, 0.13379505960647514, 0.45223638205518, 0.07983833609042966, 0.46198177414105396]","[0.22706710688969525, 0.46127661854969604, 0.3856048542647697, 0.9207253521020784, 0.23817455831032436, 0.9895266127825868]"
50%,Jensen-Shannon divergence,nursery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.060000000000000005,0.07,0.09,0.07,0.09000000000000001,,0.029848775858415822,0.029848775858415822,0.18034371697544122,0.4355852961592377,[],"[0.029848775858415822, 0.049865009785423534, 0.039909075515055924, 0.07579073483960636, 0.03681169453795605, 0.06876459169759305]","[0.06263742433838926, 0.0642141965156295, 0.07075862104940955, 0.08148834872105463, 0.06469598804055629, 0.09179071749419844]"
50%,Hellinger distance,Pstatus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38,0.39,0.45,0.35,0.5700000000000001,,0.19352013874095259,0.19352013874095259,0.9279856638754307,2.147782749682632,[],"[0.26611507601111584, 0.22128710662296874, 0.40241968052410754, 0.17775421954745244, 0.4013549675633115]","[0.37326962105267186, 0.3956513062887307, 0.4559080060913373, 0.34977610928935454, 0.5731777069605373]"
50%,Wasserstein distance,Pstatus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.02,0.0,0.02,,0.0028519374255536497,0.0028519374255536497,0.034024878459100495,0.07558209165101407,[],"[0.0099142199717962, 0.00630761160450076, 0.0181767886825233, 0.0037575425556437706, 0.024189719252629662]","[0.012020111266370839, 0.0097647232519083, 0.019080956344152952, 0.0075136476428270815, 0.02720265314575489]"
50%,Total variation distance,Pstatus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28,0.25,0.49,0.19,0.61,,0.08818013825845138,0.08818013825845138,0.7873090256283918,3.205276010482867,[],"[0.21492780912591408, 0.14555601732526036, 0.45223638205518, 0.08818013825845142, 0.497357427975075]","[0.49661355475976465, 0.39123019281143956, 0.9422888762971815, 0.2740194079552334, 1.1011239786592477]"
50%,Jensen-Shannon divergence,Pstatus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,0.07,0.09,0.07,0.1,,0.03825073106699325,0.03825073106699325,0.17713509330265767,0.40937895167815075,[],"[0.05094732500236462, 0.042941821556857974, 0.07579073483960636, 0.03500400738029593, 0.07308483569220395]","[0.07166420837735193, 0.07680862691819729, 0.08602546041806117, 0.06856127348682882, 0.10631938247771154]"
50%,Hellinger distance,schoolsup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.31,0.6799999999999999,0.66,,0.40241968052410754,0.40241968052410754,0.9938682381221549,2.157983523913611,[],"[0.19250195447834767, 0.2748832312130648, 0.3291089293503925, 0.3864030001542897]","[0.5037756501444945, 0.311753063983605, 0.6812226595937199, 0.6612321501917915]"
50%,Wasserstein distance,schoolsup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.01,0.02,0.03,,0.0181767886825233,0.0181767886825233,0.040790323768257974,0.08007705552687419,[],"[0.00240775967127135, 0.010661703571235678, 0.00976903565728968, 0.02238857127167264]","[0.012776219676573088, 0.011410624639135598, 0.023440798184729682, 0.03244941302643583]"
50%,Total variation distance,schoolsup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43000000000000005,0.25,0.73,0.78,,0.45223638205518,0.45223638205518,1.024533000824925,3.3496070211057805,[],"[0.09438089152374862, 0.23135859493769204, 0.3411220980860449, 0.47773165299200426]","[0.5309399606942602, 0.4876654300410156, 1.0759480755475264, 1.2550535548229784]"
50%,Jensen-Shannon divergence,schoolsup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.060000000000000005,0.13,0.12000000000000001,,0.07579073483960636,0.07579073483960636,0.18776867696716776,0.40867398881408834,[],"[0.03778047624656702, 0.05251132639433864, 0.06298969793918843, 0.07067438367502869]","[0.0968701901388086, 0.05956875525963976, 0.12956726202160596, 0.12266778139403398]"
50%,Hellinger distance,traveltime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26,0.49,0.56,,0.27477483733762403,0.27477483733762403,0.7124816624986982,1.3094854451004287,[],"[0.2316602829564199, 0.2633247615406351, 0.3804286058250932]","[0.2612980087042303, 0.4904639274803691, 0.5577235089158293]"
50%,Wasserstein distance,traveltime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.02,0.02,,0.01080976282266311,0.01080976282266311,0.027862451169106253,0.04762045515813604,[],"[0.004507901092004159, 0.00795782539710943, 0.02163965020377269]","[0.0049578287201282895, 0.01621895663937603, 0.02644366979863172]"
50%,Total variation distance,traveltime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0.41000000000000003,0.61,,0.22930562028622042,0.22930562028622042,0.6388592635784197,1.9943906878497937,[],"[0.13885733395071254, 0.20902143848502677, 0.4712285141486593]","[0.2939672558931435, 0.6148915089919255, 1.0855319229647247]"
50%,Jensen-Shannon divergence,traveltime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.060000000000000005,0.09,0.1,,0.05237230517329218,0.05237230517329218,0.13521378524011973,0.24857462720889834,[],"[0.04530781248436712, 0.0506364831410371, 0.06973866450825086]","[0.0510054263658154, 0.0939400333988342, 0.10362916744424876]"
50%,Hellinger distance,higher,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72,0.53,,0.39124749497707095,0.39124749497707095,0.727345972698231,1.2545823796917572,[],"[0.39124749497707095, 0.28094946046524927]","[0.724722173591381, 0.5298602061003761]"
50%,Wasserstein distance,higher,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.02,,0.022986558151224197,0.022986558151224197,0.03778817088858617,0.05619351705632267,[],"[0.022986558151224197, 0.00661666732349975]","[0.03996737307464433, 0.01622614398167833]"
50%,Total variation distance,higher,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8899999999999999,0.5,,0.48447806971307666,0.48447806971307666,0.8427278613736899,2.111335537838091,[],"[0.48447806971307666, 0.23202151360814977]","[1.3764777776661785, 0.7348577601719124]"
50%,Jensen-Shannon divergence,higher,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0.1,,0.07145265167426045,0.07145265167426045,0.13431070697457287,0.23420108731738437,[],"[0.07145265167426045, 0.054263458926364395]","[0.1331302286171256, 0.10107085870025878]"
50%,Hellinger distance,guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.41000000000000003,,0.22365067298440847,0.22365067298440847,0.35638634674037767,0.4073078592412123,[],[0.2654713475119384],[0.4073078592412123]
50%,Wasserstein distance,guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01,,0.006458545792849111,0.006458545792849111,0.01126256538770817,0.01261234827208058,[],[0.00960803918971812],[0.01261234827208058]
50%,Total variation distance,guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30000000000000004,,0.14920398596766726,0.14920398596766726,0.24773821798996698,0.4973082405166087,[],[0.1970684640445994],[0.4973082405166087]
50%,Jensen-Shannon divergence,guardian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,,0.043446661116665404,0.043446661116665404,0.06902214874941431,0.07836479113037215,[],[0.05115097526549783],[0.07836479113037215]
50%,Hellinger distance,absences,-,-,-,-,-,-,-,-,-,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.2915723759056331,0.2915723759056331,0.4452054336892251,0.6138728576093844,[],[0.307266115567184],[0.6138728576093844]
50%,Wasserstein distance,absences,-,-,-,-,-,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.01141781198143793,0.01141781198143793,0.013070181976737295,0.01622470651321789,[],[0.0033047399905987303],[0.01622470651321789]
50%,Total variation distance,absences,-,-,-,-,-,-,-,-,-,0.52,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.2615809470836061,0.2615809470836061,0.3819263919812822,0.7654465950127591,[],[0.24069088979535228],[0.7654465950127591]
50%,Jensen-Shannon divergence,absences,-,-,-,-,-,-,-,-,-,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,,0.05562770836329051,0.05562770836329051,0.08548117667901924,0.11795685783724214,[],[0.05970693663145745],[0.11795685783724214]
